MM/DD/YYYY,ID,YEAR,MONTH,DAY,TAVG,TAVG_FLAGS,TMAX,TMAX_FLAGS,TMIN,TMIN_FLAGS,PRCP,PRCP_FLAGS,SNOW,SNOW_FLAGS,SNWD,SNWD_FLAGS,WT16,WT16_FLAGS,WT03,WT03_FLAGS,PGTM,PGTM_FLAGS,WDFG,WDFG_FLAGS,WSFG,WSFG_FLAGS,WT01,WT01_FLAGS,WT08,WT08_FLAGS,TOBS,TOBS_FLAGS,WT11,WT11_FLAGS,ACMH,ACMH_FLAGS,ACSH,ACSH_FLAGS,PSUN,PSUN_FLAGS,TSUN,TSUN_FLAGS,WDFM,WDFM_FLAGS,WSFM,WSFM_FLAGS,WT05,WT05_FLAGS,WDF1,WDF1_FLAGS,WSF1,WSF1_FLAGS,AWND,AWND_FLAGS,FMTM,FMTM_FLAGS,WT12,WT12_FLAGS,WT10,WT10_FLAGS,WESD,WESD_FLAGS,WT14,WT14_FLAGS,WDF2,WDF2_FLAGS,WSF2,WSF2_FLAGS,WV20,WV20_FLAGS,WT13,WT13_FLAGS,WDF5,WDF5_FLAGS,WSF5,WSF5_FLAGS,WV03,WV03_FLAGS,WT02,WT02_FLAGS,WT07,WT07_FLAGS,WT18,WT18_FLAGS
2003-08-16,USW00022521,2003,08,16,289.0,__W,322.0,__0,256.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1549.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,77.0,__X,1630.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,80.0,__X,125.0,__X,nan,nan,nan,nan,80.0,__X,148.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-08-17,USW00022521,2003,08,17,294.0,__W,322.0,__0,261.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1515.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,67.0,__X,1214.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,80.0,__X,112.0,__X,nan,nan,nan,nan,90.0,__X,143.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-08-18,USW00022521,2003,08,18,289.0,__W,322.0,__0,256.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1233.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63.0,__X,1241.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,80.0,__X,103.0,__X,nan,nan,nan,nan,70.0,__X,143.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-08-19,USW00022521,2003,08,19,289.0,__W,317.0,__0,256.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1334.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,82.0,__X,1349.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,60.0,__X,130.0,__X,nan,nan,nan,nan,70.0,__X,143.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-08-20,USW00022521,2003,08,20,289.0,__W,322.0,__0,256.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1534.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,75.0,__X,1535.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,60.0,__X,116.0,__X,nan,nan,nan,nan,60.0,__X,148.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-08-21,USW00022521,2003,08,21,283.0,__W,311.0,__0,256.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1807.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,80.0,__X,2130.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,80.0,__X,112.0,__X,nan,nan,nan,nan,80.0,__X,156.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-08-22,USW00022521,2003,08,22,289.0,__W,322.0,__0,256.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1202.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,65.0,__X,1407.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,50.0,__X,116.0,__X,nan,nan,nan,nan,50.0,__X,143.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-08-23,USW00022521,2003,08,23,278.0,__W,306.0,__0,244.0,__0,3.0,__0,nan,nan,nan,nan,1.0,__0,nan,nan,1716.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,54.0,__X,1716.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,60.0,__X,98.0,__X,nan,nan,nan,nan,60.0,__X,112.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-08-24,USW00022521,2003,08,24,272.0,__W,306.0,__0,239.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1639.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,52.0,__X,1648.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,80.0,__X,94.0,__X,nan,nan,nan,nan,80.0,__X,116.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-08-25,USW00022521,2003,08,25,283.0,__W,317.0,__0,244.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1205.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,55.0,__X,1206.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,60.0,__X,94.0,__X,nan,nan,nan,nan,70.0,__X,112.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-08-26,USW00022521,2003,08,26,283.0,__W,317.0,__0,244.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1429.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,53.0,__X,2141.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,70.0,__X,89.0,__X,nan,nan,nan,nan,50.0,__X,112.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-08-27,USW00022521,2003,08,27,278.0,__W,311.0,__0,244.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1254.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44.0,__X,1423.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,30.0,__X,94.0,__X,nan,nan,nan,nan,50.0,__X,112.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-08-28,USW00022521,2003,08,28,278.0,__W,317.0,__0,233.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1231.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.0,__X,1302.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,60.0,__X,80.0,__X,nan,nan,nan,nan,30.0,__X,107.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-08-29,USW00022521,2003,08,29,272.0,__W,317.0,__0,228.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1357.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45.0,__X,1358.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,80.0,__X,94.0,__X,nan,nan,nan,nan,80.0,__X,112.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-08-30,USW00022521,2003,08,30,283.0,__W,322.0,__0,239.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1733.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,51.0,__X,1733.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,50.0,__X,103.0,__X,nan,nan,nan,nan,60.0,__X,116.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-08-31,USW00022521,2003,08,31,294.0,__W,328.0,__0,261.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1146.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,64.0,__X,1311.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,70.0,__X,107.0,__X,nan,nan,nan,nan,50.0,__X,134.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-01,USW00022521,2003,09,1,294.0,__W,322.0,__0,261.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1202.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,71.0,__X,1202.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,80.0,__X,134.0,__X,nan,nan,nan,nan,80.0,__X,161.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-02,USW00022521,2003,09,2,289.0,__W,317.0,__0,256.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1516.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,65.0,__X,1350.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,70.0,__X,107.0,__X,nan,nan,nan,nan,80.0,__X,139.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-03,USW00022521,2003,09,3,289.0,__W,322.0,__0,250.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1506.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,60.0,__X,1623.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,70.0,__X,94.0,__X,nan,nan,nan,nan,30.0,__X,134.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-04,USW00022521,2003,09,4,289.0,__W,322.0,__0,250.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1334.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,67.0,__X,1519.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,30.0,__X,107.0,__X,nan,nan,nan,nan,70.0,__X,134.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-05,USW00022521,2003,09,5,283.0,__W,317.0,__0,250.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1527.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,63.0,__X,1321.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,70.0,__X,112.0,__X,nan,nan,nan,nan,80.0,__X,139.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-06,USW00022521,2003,09,6,283.0,__W,317.0,__0,244.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1028.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,72.0,__X,1029.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,70.0,__X,116.0,__X,nan,nan,nan,nan,70.0,__X,143.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-07,USW00022521,2003,09,7,278.0,__W,317.0,__0,239.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1223.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,71.0,__X,1224.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,70.0,__X,130.0,__X,nan,nan,nan,nan,70.0,__X,148.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-08,USW00022521,2003,09,8,283.0,__W,322.0,__0,244.0,__0,3.0,__0,nan,nan,nan,nan,1.0,__0,nan,nan,1221.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,67.0,__X,1442.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,70.0,__X,103.0,__X,nan,nan,nan,nan,30.0,__X,134.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-09,USW00022521,2003,09,9,278.0,__W,317.0,__0,239.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1349.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,46.0,__X,1645.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,70.0,__X,80.0,__X,nan,nan,nan,nan,30.0,__X,103.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-10,USW00022521,2003,09,10,267.0,__W,294.0,__0,233.0,__0,33.0,__0,nan,nan,nan,nan,1.0,__0,nan,nan,1217.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,34.0,__X,1007.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,90.0,__X,80.0,__X,nan,nan,nan,nan,20.0,__X,94.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-11,USW00022521,2003,09,11,272.0,__W,311.0,__0,228.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1512.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26.0,__X,1512.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,330.0,__X,76.0,__X,nan,nan,nan,nan,330.0,__X,94.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-12,USW00022521,2003,09,12,278.0,__W,322.0,__0,228.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1217.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,45.0,__X,1419.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,60.0,__X,89.0,__X,nan,nan,nan,nan,50.0,__X,107.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-13,USW00022521,2003,09,13,283.0,__W,317.0,__0,244.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1624.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,44.0,__X,1624.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,80.0,__X,103.0,__X,nan,nan,nan,nan,90.0,__X,125.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-14,USW00022521,2003,09,14,283.0,__W,322.0,__0,244.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1716.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,43.0,__X,1714.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,80.0,__X,94.0,__X,nan,nan,nan,nan,60.0,__X,103.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-15,USW00022521,2003,09,15,283.0,__W,322.0,__0,244.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1615.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,50.0,__X,1746.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,90.0,__X,94.0,__X,nan,nan,nan,nan,70.0,__X,116.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-16,USW00022521,2003,09,16,283.0,__W,322.0,__0,244.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1509.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,49.0,__X,1510.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,70.0,__X,107.0,__X,nan,nan,nan,nan,80.0,__X,125.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-17,USW00022521,2003,09,17,283.0,__W,317.0,__0,244.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1236.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,51.0,__X,1655.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,80.0,__X,94.0,__X,nan,nan,nan,nan,80.0,__X,112.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-18,USW00022521,2003,09,18,278.0,__W,317.0,__0,239.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1133.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,58.0,__X,1322.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,70.0,__X,103.0,__X,nan,nan,nan,nan,60.0,__X,130.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-19,USW00022521,2003,09,19,283.0,__W,322.0,__0,244.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1317.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,37.0,__X,1517.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,80.0,__X,94.0,__X,nan,nan,nan,nan,70.0,__X,107.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-20,USW00022521,2003,09,20,267.0,__W,306.0,__0,222.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1122.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.0,__X,1122.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,100.0,__X,89.0,__X,nan,nan,nan,nan,110.0,__X,103.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-21,USW00022521,2003,09,21,261.0,__W,300.0,__0,222.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1312.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,30.0,__X,1221.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,150.0,__X,72.0,__X,nan,nan,nan,nan,150.0,__X,80.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-22,USW00022521,2003,09,22,272.0,__W,300.0,__0,244.0,__0,25.0,__0,nan,nan,nan,nan,1.0,__0,nan,nan,1452.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25.0,__X,1458.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,240.0,__X,63.0,__X,nan,nan,nan,nan,240.0,__X,72.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-23,USW00022521,2003,09,23,272.0,__W,300.0,__0,244.0,__0,10.0,__0,nan,nan,nan,nan,1.0,__0,nan,nan,1239.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.0,__X,1548.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,200.0,__X,58.0,__X,nan,nan,nan,nan,170.0,__X,72.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-24,USW00022521,2003,09,24,283.0,__W,300.0,__0,261.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1437.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,35.0,__X,1503.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,160.0,__X,58.0,__X,nan,nan,nan,nan,170.0,__X,72.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-25,USW00022521,2003,09,25,283.0,__W,306.0,__0,261.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1438.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,27.0,__X,1316.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,180.0,__X,58.0,__X,nan,nan,nan,nan,200.0,__X,67.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-26,USW00022521,2003,09,26,283.0,__W,306.0,__0,261.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1354.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,28.0,__X,1317.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,160.0,__X,72.0,__X,nan,nan,nan,nan,150.0,__X,89.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-27,USW00022521,2003,09,27,283.0,__W,322.0,__0,239.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1706.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.0,__X,1622.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,40.0,__X,76.0,__X,nan,nan,nan,nan,60.0,__X,94.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-28,USW00022521,2003,09,28,267.0,__W,317.0,__0,217.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1353.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,41.0,__X,1408.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,150.0,__X,80.0,__X,nan,nan,nan,nan,140.0,__X,98.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-29,USW00022521,2003,09,29,278.0,__W,317.0,__0,233.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,1109.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.0,__X,1234.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,150.0,__X,72.0,__X,nan,nan,nan,nan,130.0,__X,89.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-09-30,USW00022521,2003,09,30,267.0,__W,300.0,__0,233.0,__0,0.0,__0,nan,nan,nan,nan,nan,nan,nan,nan,2017.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.0,__X,2006.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,250.0,__X,58.0,__X,nan,nan,nan,nan,260.0,__X,67.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-10-01,USW00022521,2003,10,1,278.0,__W,306.0,__0,244.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1138.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.0,__X,1520.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,230.0,__X,63.0,__X,nan,nan,nan,nan,220.0,__X,72.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
2003-10-02,USW00022521,2003,10,2,267.0,__W,300.0,__0,233.0,__0,0.0,T_0,nan,nan,nan,nan,1.0,__0,nan,nan,1323.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,__W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20.0,__X,1303.0,__X,nan,nan,nan,nan,0.0,__0,nan,nan,230.0,__X,58.0,__X,nan,nan,nan,nan,230.0,__X,63.0,__X,nan,nan,nan,nan,nan,nan,nan,nan
